"","TICKER","gvkey","permno","adate","qdate","public_date","CAPEI","bm","evm","pe_op_basic","pe_op_dil","pe_exi","pe_inc","ps","pcf","dpr","npm","opmbd","opmad","gpm","ptpm","cfm","roa","roe","roce","efftax","aftret_eq","aftret_invcapx","aftret_equity","pretret_noa","pretret_earnat","GProf","equity_invcap","debt_invcap","totdebt_invcap","capital_ratio","int_debt","int_totdebt","cash_lt","invt_act","rect_act","debt_at","debt_ebitda","short_debt","curr_debt","lt_debt","profit_lct","ocf_lct","cash_debt","fcf_ocf","lt_ppent","dltt_be","debt_assets","debt_capital","de_ratio","intcov","intcov_ratio","cash_ratio","quick_ratio","curr_ratio","cash_conversion","inv_turn","at_turn","rect_turn","pay_turn","sale_invcap","sale_equity","sale_nwc","rd_sale","adv_sale","staff_sale","accrual","ptb","PEG_trailing","divyield","cusip","gvkey_count","ticker_count","same_count"
"311","AXP","001447",59176,2009-12-31,2010-03-31,2010-05-31,14.971,0.272,20.687,27.881,27.881,20.446,20.446,1.761,7.636,0.496,0.095,0.18,0.14,0.18,0.13,0.135,0.041,0.19,0.054,0.248,0.172,0.058,0.179,NA,NA,0.039,0.2,0.8,0.87,0.8,0.022,0.02,0.181,NA,NA,0.475,12.233,0.081,NA,0.49,NA,NA,0.058,0.867,40.751,3.989,0.891,0.878,8.147,3.116,3.116,NA,NA,NA,321.9,NA,0.215,0.379,0.569,0.395,1.971,NA,0,0,0.192,-0.029,3.568,NA,"1.81%","02581610",156,156,TRUE
"312","AXP","001447",59176,2009-12-31,2010-03-31,2010-06-30,14.907,0.272,20.687,27.762,27.762,20.359,20.359,1.754,7.604,0.496,0.095,0.18,0.14,0.18,0.13,0.135,0.041,0.19,0.054,0.248,0.172,0.058,0.179,NA,NA,0.039,0.2,0.8,0.87,0.8,0.022,0.02,0.181,NA,NA,0.475,12.233,0.081,NA,0.49,NA,NA,0.058,0.867,40.751,3.989,0.891,0.878,8.147,3.116,3.116,NA,NA,NA,321.9,NA,0.215,0.379,0.569,0.395,1.971,NA,0,0,0.192,-0.029,3.552,NA,"1.81%","02581610",156,156,TRUE
"313","AXP","001447",59176,2009-12-31,2010-09-30,2010-11-30,16.051,0.315,17.056,16.007,16.067,14.124,14.078,1.781,6.488,0.236,0.127,0.235,0.201,0.235,0.187,0.16,0.052,0.263,0.075,0.248,0.263,0.067,0.263,NA,NA,0.049,0.188,0.812,0.875,0.812,0.019,0.018,0.178,NA,NA,0.487,9.907,0.072,NA,0.505,NA,NA,0.058,0.891,45.253,4.325,0.895,0.884,8.564,4.095,4.906,NA,NA,NA,358.382,NA,0.21,0.345,0.521,0.377,2.005,NA,0,0,0.192,-0.032,3.268,0.537,"1.67%","02581610",156,156,TRUE
"314","AXP","001447",59176,2009-12-31,2010-06-30,2010-09-30,15.739,0.304,18.584,18.848,18.848,15.567,15.567,1.794,6.586,0.269,0.115,0.211,0.177,0.211,0.168,0.149,0.047,0.236,0.068,0.248,0.236,0.065,0.236,NA,NA,0.045,0.193,0.807,0.876,0.807,0.021,0.019,0.182,NA,NA,0.481,10.769,0.078,NA,0.496,NA,NA,0.058,0.9,43.266,4.193,0.894,0.882,8.445,3.676,4.11,NA,NA,NA,329.743,NA,0.212,0.362,0.537,0.386,2.003,NA,0,0,0.192,-0.034,3.485,1.448,"1.71%","02581610",156,156,TRUE
"315","AXP","001447",59176,2009-12-31,2010-06-30,2010-10-31,15.536,0.304,18.584,18.592,18.592,15.356,15.356,1.771,6.501,0.269,0.115,0.211,0.177,0.211,0.168,0.149,0.047,0.236,0.068,0.248,0.236,0.065,0.236,NA,NA,0.045,0.193,0.807,0.876,0.807,0.021,0.019,0.182,NA,NA,0.481,10.769,0.078,NA,0.496,NA,NA,0.058,0.9,43.266,4.193,0.894,0.882,8.445,3.676,4.11,NA,NA,NA,329.743,NA,0.212,0.362,0.537,0.386,2.003,NA,0,0,0.192,-0.034,3.44,1.428,"1.74%","02581610",156,156,TRUE
"316","AXP","001447",59176,2009-12-31,2009-12-31,2010-02-28,14.277,0.298,28.007,37.812,37.812,24.799,24.799,1.723,7.159,0.473,0.081,0.139,0.098,0.139,0.107,0.121,0.029,0.163,0.035,0.248,0.14,0.051,0.163,NA,NA,0.03,0.258,0.742,0.978,0.742,0.017,0.012,0.236,NA,NA,0.441,14.871,0.241,NA,0.378,NA,NA,0.058,0.879,39.426,2.881,0.884,0.869,7.614,3.827,3.448,NA,NA,NA,440.11,NA,0.212,0.361,0.639,0.474,1.841,NA,0,0,0.192,-0.034,3.172,NA,"1.89%","02581610",156,156,TRUE
"317","AXP","001447",59176,2009-12-31,2010-09-30,2010-12-31,15.94,0.315,17.056,15.896,15.955,14.026,13.98,1.769,6.443,0.236,0.127,0.235,0.201,0.235,0.187,0.16,0.052,0.263,0.075,0.248,0.263,0.067,0.263,NA,NA,0.049,0.188,0.812,0.875,0.812,0.019,0.018,0.178,NA,NA,0.487,9.907,0.072,NA,0.505,NA,NA,0.058,0.891,45.253,4.325,0.895,0.884,8.564,4.095,4.906,NA,NA,NA,358.382,NA,0.21,0.345,0.521,0.377,2.005,NA,0,0,0.192,-0.032,3.245,0.533,"1.68%","02581610",156,156,TRUE
"318","AXP","001447",59176,2010-12-31,2011-03-31,2011-05-31,18.611,0.322,15.471,15.877,15.926,14.373,14.373,2.036,6.921,0.202,0.143,0.255,0.225,0.255,0.211,0.173,0.054,0.29,0.079,0.32,0.29,0.068,0.29,NA,NA,0.053,0.204,0.796,0.878,0.796,0.018,0.016,0.168,NA,NA,0.476,8.904,0.092,NA,0.486,NA,NA,0.071,0.889,45.304,3.914,0.89,0.877,8.055,4.849,6.057,NA,NA,NA,395.603,NA,0.21,0.325,0.501,0.387,1.9,NA,0,0,0.184,-0.032,3.548,1.015,"1.40%","02581610",156,156,TRUE
"319","AXP","001447",59176,2010-12-31,2011-03-31,2011-06-30,18.648,0.322,15.471,15.908,15.957,14.401,14.401,2.04,6.934,0.202,0.143,0.255,0.225,0.255,0.211,0.173,0.054,0.29,0.079,0.32,0.29,0.068,0.29,NA,NA,0.053,0.204,0.796,0.878,0.796,0.018,0.016,0.168,NA,NA,0.476,8.904,0.092,NA,0.486,NA,NA,0.071,0.889,45.304,3.914,0.89,0.877,8.055,4.849,6.057,NA,NA,NA,395.603,NA,0.21,0.325,0.501,0.387,1.9,NA,0,0,0.184,-0.032,3.555,1.017,"1.39%","02581610",156,156,TRUE
"320","AXP","001447",59176,2010-12-31,2011-03-31,2011-07-31,17.911,0.322,15.471,15.397,15.444,13.939,13.939,1.959,6.66,0.202,0.143,0.255,0.225,0.255,0.211,0.173,0.054,0.29,0.079,0.32,0.29,0.068,0.29,NA,NA,0.053,0.204,0.796,0.878,0.796,0.018,0.016,0.168,NA,NA,0.476,8.904,0.092,NA,0.486,NA,NA,0.071,0.889,45.304,3.914,0.89,0.877,8.055,4.849,6.057,NA,NA,NA,395.603,NA,0.21,0.325,0.501,0.387,1.9,NA,0,0,0.184,-0.032,3.415,0.984,"1.44%","02581610",156,156,TRUE
"321","AXP","001447",59176,2010-12-31,2010-12-31,2011-04-30,17.514,0.316,16.576,16.252,16.36,14.651,14.651,1.951,6.352,0.216,0.134,0.242,0.211,0.242,0.197,0.164,0.054,0.265,0.082,0.32,0.265,0.093,0.265,NA,NA,0.05,0.237,0.763,1.021,0.763,0.025,0.019,0.175,NA,NA,0.475,9.55,0.253,NA,0.399,NA,NA,0.071,0.905,45.03,3.213,0.89,0.878,8.06,4.51,5.532,NA,NA,NA,309.68,NA,0.223,0.362,0.523,0.442,1.863,NA,0,0,0.184,-0.039,3.635,0.833,"1.47%","02581610",156,156,TRUE
"322","AXP","001447",59176,2010-12-31,2011-06-30,2011-09-30,15.791,0.295,15.237,12.902,12.939,11.754,11.662,1.715,5.809,0.19,0.148,0.256,0.225,0.256,0.212,0.179,0.055,0.289,0.082,0.32,0.289,0.072,0.289,NA,NA,0.055,0.218,0.782,0.868,0.782,0.018,0.016,0.173,NA,NA,0.461,8.427,0.099,NA,0.47,NA,NA,0.071,0.879,43.992,3.584,0.884,0.871,7.622,5.261,6.466,NA,NA,NA,393.686,NA,0.214,0.324,0.499,0.402,1.843,NA,0,0,0.184,-0.032,2.944,0.452,"1.60%","02581610",156,156,TRUE
"323","AXP","001447",59176,2010-12-31,2011-06-30,2011-10-31,17.433,0.295,15.237,14.546,14.588,13.251,13.148,1.894,6.413,0.19,0.148,0.256,0.225,0.256,0.212,0.179,0.055,0.289,0.082,0.32,0.289,0.072,0.289,NA,NA,0.055,0.218,0.782,0.868,0.782,0.018,0.016,0.173,NA,NA,0.461,8.427,0.099,NA,0.47,NA,NA,0.071,0.879,43.992,3.584,0.884,0.871,7.622,5.261,6.466,NA,NA,NA,393.686,NA,0.214,0.324,0.499,0.402,1.843,NA,0,0,0.184,-0.032,3.25,0.51,"1.42%","02581610",156,156,TRUE
"324","AXP","001447",59176,2010-12-31,2011-09-30,2011-11-30,16.129,0.345,14.755,12.914,12.984,12.131,12.04,1.754,6.166,0.183,0.15,0.258,0.228,0.258,0.21,0.18,0.056,0.281,0.086,0.32,0.281,0.075,0.281,NA,NA,0.056,0.229,0.771,0.864,0.771,0.018,0.016,0.18,NA,NA,0.45,8.057,0.107,NA,0.456,NA,NA,0.071,0.869,42.624,3.371,0.881,0.867,7.391,5.516,6.861,NA,NA,NA,390.434,NA,0.217,0.324,0.495,0.416,1.818,NA,0,0,0.184,-0.029,3.083,0.294,"1.50%","02581610",156,156,TRUE
"325","AXP","001447",59176,2010-12-31,2011-09-30,2011-12-31,15.837,0.345,14.755,12.68,12.749,11.912,11.822,1.722,6.054,0.183,0.15,0.258,0.228,0.258,0.21,0.18,0.056,0.281,0.086,0.32,0.281,0.075,0.281,NA,NA,0.056,0.229,0.771,0.864,0.771,0.018,0.016,0.18,NA,NA,0.45,8.057,0.107,NA,0.456,NA,NA,0.071,0.869,42.624,3.371,0.881,0.867,7.391,5.516,6.861,NA,NA,NA,390.434,NA,0.217,0.324,0.495,0.416,1.818,NA,0,0,0.184,-0.029,3.027,0.289,"1.53%","02581610",156,156,TRUE
"326","AXP","001447",59176,2010-12-31,2011-09-30,2012-01-31,16.87,0.345,14.755,13.478,13.551,12.662,12.566,1.835,6.45,0.183,0.15,0.258,0.228,0.258,0.21,0.18,0.056,0.281,0.086,0.32,0.281,0.075,0.281,NA,NA,0.056,0.229,0.771,0.864,0.771,0.018,0.016,0.18,NA,NA,0.45,8.057,0.107,NA,0.456,NA,NA,0.071,0.869,42.624,3.371,0.881,0.867,7.391,5.516,6.861,NA,NA,NA,390.434,NA,0.217,0.324,0.495,0.416,1.818,NA,0,0,0.184,-0.029,3.224,0.307,"1.44%","02581610",156,156,TRUE
"327","AXP","001447",59176,2011-12-31,2011-12-31,2012-02-29,17.126,0.342,13.851,13.562,13.631,12.932,12.837,1.911,5.89,0.177,0.152,0.264,0.235,0.264,0.215,0.18,0.057,0.28,0.09,0.296,0.28,0.087,0.28,NA,NA,0.056,0.279,0.721,0.936,0.721,0.021,0.016,0.192,NA,NA,0.411,7.401,0.23,NA,0.361,NA,NA,0.078,0.885,39.959,2.581,0.877,0.864,7.159,5.679,7.253,NA,NA,NA,357.921,NA,0.215,0.318,0.461,0.48,1.718,NA,0,0,0.194,-0.037,3.283,0.381,"1.36%","02581610",156,156,TRUE
"328","AXP","001447",59176,2011-12-31,2011-12-31,2012-03-31,18.765,0.342,13.851,14.836,14.912,14.147,14.044,2.094,6.453,0.177,0.152,0.264,0.235,0.264,0.215,0.18,0.057,0.28,0.09,0.296,0.28,0.087,0.28,NA,NA,0.056,0.279,0.721,0.936,0.721,0.021,0.016,0.192,NA,NA,0.411,7.401,0.23,NA,0.361,NA,NA,0.078,0.885,39.959,2.581,0.877,0.864,7.159,5.679,7.253,NA,NA,NA,357.921,NA,0.215,0.318,0.461,0.48,1.718,NA,0,0,0.194,-0.037,3.597,0.417,"1.24%","02581610",156,156,TRUE
"329","AXP","001447",59176,2010-12-31,2010-12-31,2011-03-31,16.134,0.316,16.576,14.967,15.067,13.493,13.493,1.797,5.851,0.216,0.134,0.242,0.211,0.242,0.197,0.164,0.054,0.265,0.082,0.32,0.265,0.093,0.265,NA,NA,0.05,0.237,0.763,1.021,0.763,0.025,0.019,0.175,NA,NA,0.475,9.55,0.253,NA,0.399,NA,NA,0.071,0.905,45.03,3.213,0.89,0.878,8.06,4.51,5.532,NA,NA,NA,309.68,NA,0.223,0.362,0.523,0.442,1.863,NA,0,0,0.184,-0.039,3.348,0.767,"1.59%","02581610",156,156,TRUE
"330","AXP","001447",59176,2011-12-31,2012-03-31,2012-05-31,17.942,0.295,13.948,13.617,13.717,13.356,13.261,1.958,4.884,0.174,0.152,0.268,0.239,0.268,0.213,0.18,0.059,0.274,0.095,0.296,0.274,0.079,0.274,NA,NA,0.058,0.247,0.753,0.837,0.753,0.019,0.017,0.192,NA,NA,0.422,7.224,0.101,NA,0.434,NA,NA,0.078,0.908,40.3,3.047,0.875,0.86,7.021,5.701,7.412,NA,NA,NA,342.302,NA,0.218,0.322,0.462,0.433,1.75,NA,0,0,0.194,-0.055,3.228,0.384,"1.43%","02581610",156,156,TRUE
"331","AXP","001447",59176,2011-12-31,2012-03-31,2012-06-30,18.707,0.295,13.948,14.198,14.302,13.926,13.827,2.041,5.092,0.174,0.152,0.268,0.239,0.268,0.213,0.18,0.059,0.274,0.095,0.296,0.274,0.079,0.274,NA,NA,0.058,0.247,0.753,0.837,0.753,0.019,0.017,0.192,NA,NA,0.422,7.224,0.101,NA,0.434,NA,NA,0.078,0.908,40.3,3.047,0.875,0.86,7.021,5.701,7.412,NA,NA,NA,342.302,NA,0.218,0.322,0.462,0.433,1.75,NA,0,0,0.194,-0.055,3.365,0.401,"1.37%","02581610",156,156,TRUE
"332","AXP","001447",59176,2011-12-31,2012-03-31,2012-07-31,18.354,0.295,13.948,14.076,14.179,13.806,13.708,2.003,4.996,0.174,0.152,0.268,0.239,0.268,0.213,0.18,0.059,0.274,0.095,0.296,0.274,0.079,0.274,NA,NA,0.058,0.247,0.753,0.837,0.753,0.019,0.017,0.192,NA,NA,0.422,7.224,0.101,NA,0.434,NA,NA,0.078,0.908,40.3,3.047,0.875,0.86,7.021,5.701,7.412,NA,NA,NA,342.302,NA,0.218,0.322,0.462,0.433,1.75,NA,0,0,0.194,-0.055,3.302,0.397,"1.39%","02581610",156,156,TRUE
"333","AXP","001447",59176,2011-12-31,2012-06-30,2012-08-31,18.189,0.291,13.527,13.653,13.75,13.685,13.685,1.994,5.152,0.176,0.152,0.273,0.245,0.273,0.215,0.179,0.06,0.268,0.099,0.296,0.268,0.08,0.268,NA,NA,0.06,0.254,0.746,0.831,0.746,0.019,0.017,0.19,NA,NA,0.413,6.865,0.102,NA,0.424,NA,NA,0.078,0.911,39.107,2.933,0.874,0.858,6.913,5.733,7.663,NA,NA,NA,329.781,NA,0.22,0.322,0.455,0.443,1.743,NA,0,0,0.194,-0.052,3.43,0.284,"1.37%","02581610",156,156,TRUE
"334","AXP","001447",59176,2011-12-31,2012-06-30,2012-09-30,17.74,0.291,13.527,13.316,13.41,13.347,13.347,1.945,5.025,0.176,0.152,0.273,0.245,0.273,0.215,0.179,0.06,0.268,0.099,0.296,0.268,0.08,0.268,NA,NA,0.06,0.254,0.746,0.831,0.746,0.019,0.017,0.19,NA,NA,0.413,6.865,0.102,NA,0.424,NA,NA,0.078,0.911,39.107,2.933,0.874,0.858,6.913,5.733,7.663,NA,NA,NA,329.781,NA,0.22,0.322,0.455,0.443,1.743,NA,0,0,0.194,-0.052,3.346,0.277,"1.41%","02581610",156,156,TRUE
"335","AXP","001447",59176,2011-12-31,2012-06-30,2012-10-31,17.237,0.291,13.527,13.108,13.2,13.138,13.138,1.89,4.883,0.176,0.152,0.273,0.245,0.273,0.215,0.179,0.06,0.268,0.099,0.296,0.268,0.08,0.268,NA,NA,0.06,0.254,0.746,0.831,0.746,0.019,0.017,0.19,NA,NA,0.413,6.865,0.102,NA,0.424,NA,NA,0.078,0.911,39.107,2.933,0.874,0.858,6.913,5.733,7.663,NA,NA,NA,329.781,NA,0.22,0.322,0.455,0.443,1.743,NA,0,0,0.194,-0.052,3.251,0.273,"1.43%","02581610",156,156,TRUE
"336","AXP","001447",59176,2011-12-31,2012-09-30,2012-11-30,17.011,0.305,13.39,12.88,12.97,12.94,12.94,1.872,4.436,0.179,0.151,0.277,0.249,0.277,0.218,0.179,0.062,0.265,0.103,0.296,0.265,0.082,0.265,NA,NA,0.061,0.263,0.737,0.825,0.737,0.02,0.018,0.189,NA,NA,0.402,6.573,0.106,NA,0.412,NA,NA,0.078,0.923,38.274,2.809,0.872,0.856,6.826,5.73,7.814,NA,NA,NA,318.379,NA,0.221,0.32,0.444,0.453,1.726,NA,0,0,0.194,-0.06,3.212,0.203,"1.43%","02581610",156,156,TRUE
"337","AXP","001447",59176,2011-12-31,2012-09-30,2012-12-31,17.492,0.305,13.39,13.244,13.336,13.306,13.306,1.925,4.562,0.179,0.151,0.277,0.249,0.277,0.218,0.179,0.062,0.265,0.103,0.296,0.265,0.082,0.265,NA,NA,0.061,0.263,0.737,0.825,0.737,0.02,0.018,0.189,NA,NA,0.402,6.573,0.106,NA,0.412,NA,NA,0.078,0.923,38.274,2.809,0.872,0.856,6.826,5.73,7.814,NA,NA,NA,318.379,NA,0.221,0.32,0.444,0.453,1.726,NA,0,0,0.194,-0.06,3.302,0.209,"1.39%","02581610",156,156,TRUE
"338","AXP","001447",59176,2011-12-31,2012-09-30,2013-01-31,17.672,0.305,13.39,13.551,13.645,13.613,13.613,1.945,4.609,0.179,0.151,0.277,0.249,0.277,0.218,0.179,0.062,0.265,0.103,0.296,0.265,0.082,0.265,NA,NA,0.061,0.263,0.737,0.825,0.737,0.02,0.018,0.189,NA,NA,0.402,6.573,0.106,NA,0.412,NA,NA,0.078,0.923,38.274,2.809,0.872,0.856,6.826,5.73,7.814,NA,NA,NA,318.379,NA,0.221,0.32,0.444,0.453,1.726,NA,0,0,0.194,-0.06,3.336,0.213,"1.36%","02581610",156,156,TRUE
"339","AXP","001447",59176,2012-12-31,2012-12-31,2013-02-28,18.609,0.297,13.405,14.029,14.125,15.977,15.977,2.031,9.694,0.205,0.133,0.278,0.248,0.278,0.191,0.162,0.061,0.238,0.103,0.305,0.238,0.082,0.238,NA,NA,0.061,0.285,0.715,0.941,0.715,0.022,0.017,0.168,NA,NA,0.407,6.637,0.24,NA,0.352,NA,NA,0.053,0.851,36.934,2.505,0.877,0.861,7.109,5.289,8.033,NA,NA,NA,330.271,NA,0.221,0.314,0.438,0.511,1.79,NA,0,0,0.195,-0.017,3.635,0.356,"1.29%","02581610",156,156,TRUE
"340","AXP","001447",59176,2012-12-31,2012-12-31,2013-03-31,20.151,0.297,13.405,15.228,15.332,17.342,17.342,2.199,10.497,0.205,0.133,0.278,0.248,0.278,0.191,0.162,0.061,0.238,0.103,0.305,0.238,0.082,0.238,NA,NA,0.061,0.285,0.715,0.941,0.715,0.022,0.017,0.168,NA,NA,0.407,6.637,0.24,NA,0.352,NA,NA,0.053,0.851,36.934,2.505,0.877,0.861,7.109,5.289,8.033,NA,NA,NA,330.271,NA,0.221,0.314,0.438,0.511,1.79,NA,0,0,0.195,-0.017,3.936,0.386,"1.19%","02581610",156,156,TRUE
"341","AXP","001447",59176,2012-12-31,2012-12-31,2013-04-30,20.372,0.297,13.405,15.442,15.548,17.586,17.586,2.223,10.613,0.205,0.133,0.278,0.248,0.278,0.191,0.162,0.061,0.238,0.103,0.305,0.238,0.082,0.238,NA,NA,0.061,0.285,0.715,0.941,0.715,0.022,0.017,0.168,NA,NA,0.407,6.637,0.24,NA,0.352,NA,NA,0.053,0.851,36.934,2.505,0.877,0.861,7.109,5.289,8.033,NA,NA,NA,330.271,NA,0.221,0.314,0.438,0.511,1.79,NA,0,0,0.195,-0.017,3.98,0.392,"1.17%","02581610",156,156,TRUE
"342","AXP","001447",59176,2011-12-31,2011-12-31,2012-04-30,19.527,0.342,13.851,15.438,15.518,14.721,14.614,2.179,6.715,0.177,0.152,0.264,0.235,0.264,0.215,0.18,0.057,0.28,0.09,0.296,0.28,0.087,0.28,NA,NA,0.056,0.279,0.721,0.936,0.721,0.021,0.016,0.192,NA,NA,0.411,7.401,0.23,NA,0.361,NA,NA,0.078,0.885,39.959,2.581,0.877,0.864,7.159,5.679,7.253,NA,NA,NA,357.921,NA,0.215,0.318,0.461,0.48,1.718,NA,0,0,0.194,-0.037,3.743,0.434,"1.33%","02581610",156,156,TRUE
"343","AXP","001447",59176,2012-12-31,2013-03-31,2013-06-30,22.099,0.26,13.453,16.576,16.762,18.927,18.927,2.414,7.335,0.205,0.132,0.278,0.249,0.278,0.194,0.161,0.063,0.232,0.106,0.305,0.232,0.075,0.232,NA,NA,0.062,0.263,0.737,0.826,0.737,0.019,0.017,0.183,NA,NA,0.396,6.385,0.107,NA,0.404,NA,NA,0.053,0.911,37.236,2.807,0.874,0.858,6.943,5.501,8.478,NA,NA,NA,324.634,NA,0.223,0.318,0.444,0.465,1.769,NA,0,0,0.195,-0.044,4.258,0.597,"1.07%","02581610",156,156,TRUE
"344","AXP","001447",59176,2009-12-31,2009-12-31,2010-03-31,15.397,0.298,28.007,40.851,40.851,26.792,26.792,1.859,7.721,0.473,0.081,0.139,0.098,0.139,0.107,0.121,0.029,0.163,0.035,0.248,0.14,0.051,0.163,NA,NA,0.03,0.258,0.742,0.978,0.742,0.017,0.012,0.236,NA,NA,0.441,14.871,0.241,NA,0.378,NA,NA,0.058,0.879,39.426,2.881,0.884,0.869,7.614,3.827,3.448,NA,NA,NA,440.11,NA,0.212,0.361,0.639,0.474,1.841,NA,0,0,0.192,-0.034,3.421,NA,"1.75%","02581610",156,156,TRUE
"345","AXP","001447",59176,2009-12-31,2009-12-31,2010-04-30,17.26,0.298,28.007,45.663,45.663,29.948,29.948,2.083,8.655,0.473,0.081,0.139,0.098,0.139,0.107,0.121,0.029,0.163,0.035,0.248,0.14,0.051,0.163,NA,NA,0.03,0.258,0.742,0.978,0.742,0.017,0.012,0.236,NA,NA,0.441,14.871,0.241,NA,0.378,NA,NA,0.058,0.879,39.426,2.881,0.884,0.869,7.614,3.827,3.448,NA,NA,NA,440.11,NA,0.212,0.361,0.639,0.474,1.841,NA,0,0,0.192,-0.034,3.835,NA,"1.56%","02581610",156,156,TRUE
"346","AXP","001447",59176,2012-12-31,2013-06-30,2013-09-30,21.663,0.235,13.619,16.311,16.489,18.555,18.555,2.379,7.709,0.199,0.134,0.279,0.25,0.279,0.196,0.162,0.063,0.238,0.108,0.305,0.238,0.076,0.238,NA,NA,0.062,0.265,0.735,0.822,0.735,0.018,0.016,0.184,NA,NA,0.387,6.228,0.106,NA,0.395,NA,NA,0.053,0.902,36.814,2.773,0.875,0.859,7.017,5.713,8.836,NA,NA,NA,312.657,NA,0.223,0.316,0.434,0.473,1.786,NA,0,0,0.195,-0.039,4.281,1.147,"1.22%","02581610",156,156,TRUE
"347","AXP","001447",59176,2012-12-31,2013-06-30,2013-10-31,23.299,0.235,13.619,17.667,17.86,20.098,20.098,2.559,8.291,0.199,0.134,0.279,0.25,0.279,0.196,0.162,0.063,0.238,0.108,0.305,0.238,0.076,0.238,NA,NA,0.062,0.265,0.735,0.822,0.735,0.018,0.016,0.184,NA,NA,0.387,6.228,0.106,NA,0.395,NA,NA,0.053,0.902,36.814,2.773,0.875,0.859,7.017,5.713,8.836,NA,NA,NA,312.657,NA,0.223,0.316,0.434,0.473,1.786,NA,0,0,0.195,-0.039,4.604,1.242,"1.12%","02581610",156,156,TRUE
"348","AXP","001447",59176,2009-12-31,2010-03-31,2010-07-31,16.773,0.272,20.687,31.217,31.217,22.892,22.892,1.973,8.555,0.496,0.095,0.18,0.14,0.18,0.13,0.135,0.041,0.19,0.054,0.248,0.172,0.058,0.179,NA,NA,0.039,0.2,0.8,0.87,0.8,0.022,0.02,0.181,NA,NA,0.475,12.233,0.081,NA,0.49,NA,NA,0.058,0.867,40.751,3.989,0.891,0.878,8.147,3.116,3.116,NA,NA,NA,321.9,NA,0.215,0.379,0.569,0.395,1.971,NA,0,0,0.192,-0.029,3.997,NA,"1.61%","02581610",156,156,TRUE
"349","AXP","001447",59176,2009-12-31,2010-06-30,2010-08-31,14.931,0.304,18.584,17.879,17.879,14.767,14.767,1.702,6.248,0.269,0.115,0.211,0.177,0.211,0.168,0.149,0.047,0.236,0.068,0.248,0.236,0.065,0.236,NA,NA,0.045,0.193,0.807,0.876,0.807,0.021,0.019,0.182,NA,NA,0.481,10.769,0.078,NA,0.496,NA,NA,0.058,0.9,43.266,4.193,0.894,0.882,8.445,3.676,4.11,NA,NA,NA,329.743,NA,0.212,0.362,0.537,0.386,2.003,NA,0,0,0.192,-0.034,3.305,1.373,"1.81%","02581610",156,156,TRUE
"350","AXP","001447",59176,2012-12-31,2013-09-30,2014-01-31,23.654,0.238,13.771,17.749,17.937,20.099,20.099,2.614,19.367,0.198,0.135,0.28,0.251,0.28,0.198,0.164,0.063,0.245,0.11,0.305,0.245,0.078,0.245,NA,NA,0.063,0.268,0.732,0.818,0.732,0.018,0.016,0.179,NA,NA,0.381,6.032,0.105,NA,0.39,NA,NA,0.053,0.787,36.165,2.733,0.875,0.859,7.008,6.003,9.255,NA,NA,NA,305.641,NA,0.226,0.318,0.433,0.485,1.811,NA,0,0,0.195,0,4.708,1.656,"1.08%","02581610",156,156,TRUE
"351","AXP","001447",59176,2013-12-31,2013-12-31,2014-02-28,23.166,0.202,15.878,18.478,18.591,18.705,18.705,2.777,11.348,0.182,0.153,0.283,0.254,0.283,0.226,0.183,0.064,0.279,0.11,0.321,0.279,0.095,0.279,NA,NA,0.064,0.3,0.7,0.929,0.7,0.02,0.015,0.149,NA,NA,0.393,6.108,0.246,NA,0.34,NA,NA,0.064,0.874,34.549,2.333,0.873,0.857,6.867,6.883,9.727,NA,NA,NA,360.334,NA,0.228,0.312,0.451,0.538,1.792,NA,0,0,0.177,-0.021,4.975,1.316,"1.01%","02581610",156,156,TRUE
"352","AXP","001447",59176,2013-12-31,2013-12-31,2014-03-31,22.785,0.202,15.878,18.225,18.336,18.449,18.449,2.731,11.161,0.182,0.153,0.283,0.254,0.283,0.226,0.183,0.064,0.279,0.11,0.321,0.279,0.095,0.279,NA,NA,0.064,0.3,0.7,0.929,0.7,0.02,0.015,0.149,NA,NA,0.393,6.108,0.246,NA,0.34,NA,NA,0.064,0.874,34.549,2.333,0.873,0.857,6.867,6.883,9.727,NA,NA,NA,360.334,NA,0.228,0.312,0.451,0.538,1.792,NA,0,0,0.177,-0.021,4.893,1.298,"1.02%","02581610",156,156,TRUE
"353","AXP","001447",59176,2013-12-31,2013-12-31,2014-04-30,22.106,0.202,15.878,17.698,17.807,17.916,17.916,2.65,10.829,0.182,0.153,0.283,0.254,0.283,0.226,0.183,0.064,0.279,0.11,0.321,0.279,0.095,0.279,NA,NA,0.064,0.3,0.7,0.929,0.7,0.02,0.015,0.149,NA,NA,0.393,6.108,0.246,NA,0.34,NA,NA,0.064,0.874,34.549,2.333,0.873,0.857,6.867,6.883,9.727,NA,NA,NA,360.334,NA,0.228,0.312,0.451,0.538,1.792,NA,0,0,0.177,-0.021,4.747,1.26,"1.05%","02581610",156,156,TRUE
