"","TICKER","gvkey","permno","adate","qdate","public_date","CAPEI","bm","evm","pe_op_basic","pe_op_dil","pe_exi","pe_inc","ps","pcf","dpr","npm","opmbd","opmad","gpm","ptpm","cfm","roa","roe","roce","efftax","aftret_eq","aftret_invcapx","aftret_equity","pretret_noa","pretret_earnat","GProf","equity_invcap","debt_invcap","totdebt_invcap","capital_ratio","int_debt","int_totdebt","cash_lt","invt_act","rect_act","debt_at","debt_ebitda","short_debt","curr_debt","lt_debt","profit_lct","ocf_lct","cash_debt","fcf_ocf","lt_ppent","dltt_be","debt_assets","debt_capital","de_ratio","intcov","intcov_ratio","cash_ratio","quick_ratio","curr_ratio","cash_conversion","inv_turn","at_turn","rect_turn","pay_turn","sale_invcap","sale_equity","sale_nwc","rd_sale","adv_sale","staff_sale","accrual","ptb","PEG_trailing","divyield","cusip","gvkey_count","ticker_count","same_count"
"5197","HTLF","061693",89736,2017-12-31,2018-06-30,2018-10-31,30.204,0.664,9.243,16.152,16.201,19.115,19.115,3.542,10.309,0.194,0.167,0.45,0.392,0.884,0.25,0.225,0.025,0.09,0.141,0.368,0.09,0,0.09,NA,NA,0.045,0.798,0.201,0.369,0.201,NA,NA,0.031,NA,NA,0.048,2.125,0.455,NA,0.029,NA,NA,0.018,0.931,51.306,0.252,0.895,0.895,8.561,NA,NA,NA,NA,NA,NA,1.097,0.051,0.077,0.008,0.386,0.483,NA,0,0.016,0.369,-0.009,1.46,23.276,"1.19%","42234Q10",156,156,TRUE
"5198","HTLF","061693",89736,2017-12-31,2018-09-30,2018-11-30,29.619,0.64,8.941,15.764,15.855,17.993,17.993,3.441,9.763,0.185,0.18,0.462,0.408,0.882,0.258,0.235,0.025,0.092,0.143,0.368,0.092,0,0.092,NA,NA,0.045,0.812,0.187,0.34,0.187,NA,NA,0.035,NA,NA,0.045,1.889,0.449,NA,0.028,NA,NA,0.018,0.933,51.704,0.23,0.892,0.892,8.282,NA,NA,NA,NA,NA,NA,0.997,0.052,0.079,0.012,0.389,0.479,NA,0,0.016,0.369,-0.009,1.473,5.866,"1.15%","42234Q10",156,156,TRUE
"5199","HTLF","061693",89736,2018-12-31,2019-09-30,2019-12-31,21.95,0.953,6.913,12.132,12.161,12.312,12.312,2.936,10.578,0.171,0.231,0.465,0.414,0.843,0.289,0.282,0.025,0.104,0.143,0.194,0.104,0,0.104,NA,NA,0.044,0.832,0.168,0.248,0.168,NA,NA,0.045,NA,NA,0.036,1.492,0.324,NA,0.028,NA,NA,0.024,0.946,50.003,0.202,0.878,0.877,7.205,NA,NA,NA,NA,NA,NA,1.278,0.052,0.082,0.005,0.358,0.43,NA,0,0.017,0.341,-0.002,1.167,1.248,"1.55%","42234Q10",156,156,TRUE
"5200","HTLF","061693",89736,2018-12-31,2019-09-30,2020-01-31,21.62,0.953,6.913,11.929,11.958,12.106,12.106,2.891,10.419,0.171,0.231,0.465,0.414,0.843,0.289,0.282,0.025,0.104,0.143,0.194,0.104,0,0.104,NA,NA,0.044,0.832,0.168,0.248,0.168,NA,NA,0.045,NA,NA,0.036,1.492,0.324,NA,0.028,NA,NA,0.024,0.946,50.003,0.202,0.878,0.877,7.205,NA,NA,NA,NA,NA,NA,1.278,0.052,0.082,0.005,0.358,0.43,NA,0,0.017,0.341,-0.002,1.15,1.227,"1.57%","42234Q10",156,156,TRUE
"5201","HTLF","061693",89736,2015-12-31,2015-12-31,2016-02-29,15.229,0.826,8.276,10.244,10.389,10.389,10.389,1.751,6.5,0.158,0.159,0.431,0.367,0.881,0.215,0.223,0.024,0.12,0.121,0.258,0.119,0,0.104,NA,NA,0.043,0.665,0.241,0.638,0.241,NA,NA,0.037,NA,NA,0.072,3.435,0.622,NA,0.03,NA,NA,0.014,0.92,48.076,0.362,0.914,0.913,10.603,NA,NA,NA,NA,NA,NA,0.497,0.055,0.086,0.008,0.431,0.568,NA,0,0.015,0.383,-0.006,1.134,3.049,"1.36%","42234Q10",156,156,TRUE
"5202","HTLF","061693",89736,2014-12-31,2015-09-30,2015-11-30,20.151,0.68,9.583,13.419,13.611,13.611,13.611,2.162,7.495,0.17,0.159,0.414,0.356,0.873,0.216,0.216,0.024,0.128,0.113,0.238,0.126,0,0.109,NA,NA,0.049,0.555,0.35,0.803,0.35,NA,NA,0.017,NA,NA,0.106,4.579,0.564,NA,0.05,NA,NA,0.014,0.944,42.078,0.631,0.914,0.914,10.675,NA,NA,NA,NA,NA,NA,0.404,0.056,0.085,0.01,0.423,0.651,NA,0,0.017,0.407,-0.007,1.544,2.267,"1.05%","42234Q10",156,156,TRUE
"5203","HTLF","061693",89736,2014-12-31,2015-09-30,2015-12-31,18.028,0.68,9.583,11.042,11.2,11.2,11.2,1.934,6.705,0.17,0.159,0.414,0.356,0.873,0.216,0.216,0.024,0.128,0.113,0.238,0.126,0,0.109,NA,NA,0.049,0.555,0.35,0.803,0.35,NA,NA,0.017,NA,NA,0.106,4.579,0.564,NA,0.05,NA,NA,0.014,0.944,42.078,0.631,0.914,0.914,10.675,NA,NA,NA,NA,NA,NA,0.404,0.056,0.085,0.01,0.423,0.651,NA,0,0.017,0.407,-0.007,1.381,1.865,"1.28%","42234Q10",156,156,TRUE
"5204","HTLF","061693",89736,2014-12-31,2015-09-30,2016-01-31,17.217,0.68,9.583,10.546,10.696,10.696,10.696,1.847,6.404,0.17,0.159,0.414,0.356,0.873,0.216,0.216,0.024,0.128,0.113,0.238,0.126,0,0.109,NA,NA,0.049,0.555,0.35,0.803,0.35,NA,NA,0.017,NA,NA,0.106,4.579,0.564,NA,0.05,NA,NA,0.014,0.944,42.078,0.631,0.914,0.914,10.675,NA,NA,NA,NA,NA,NA,0.404,0.056,0.085,0.01,0.423,0.651,NA,0,0.017,0.407,-0.007,1.319,1.781,"1.34%","42234Q10",156,156,TRUE
"5205","HTLF","061693",89736,2015-12-31,2015-12-31,2016-03-31,17.43,0.826,8.276,10.728,10.88,10.88,10.88,2.004,7.439,0.158,0.159,0.431,0.367,0.881,0.215,0.223,0.024,0.12,0.121,0.258,0.119,0,0.104,NA,NA,0.043,0.665,0.241,0.638,0.241,NA,NA,0.037,NA,NA,0.072,3.435,0.622,NA,0.03,NA,NA,0.014,0.92,48.076,0.362,0.914,0.913,10.603,NA,NA,NA,NA,NA,NA,0.497,0.055,0.086,0.008,0.431,0.568,NA,0,0.015,0.383,-0.006,1.298,3.193,"1.30%","42234Q10",156,156,TRUE
"5206","HTLF","061693",89736,2018-12-31,2019-09-30,2019-11-30,20.834,0.953,6.913,11.517,11.545,11.688,11.688,2.786,10.041,0.171,0.231,0.465,0.414,0.843,0.289,0.282,0.025,0.104,0.143,0.194,0.104,0,0.104,NA,NA,0.044,0.832,0.168,0.248,0.168,NA,NA,0.045,NA,NA,0.036,1.492,0.324,NA,0.028,NA,NA,0.024,0.946,50.003,0.202,0.878,0.877,7.205,NA,NA,NA,NA,NA,NA,1.278,0.052,0.082,0.005,0.358,0.43,NA,0,0.017,0.341,-0.002,1.108,1.185,"1.63%","42234Q10",156,156,TRUE
"5207","HTLF","061693",89736,2018-12-31,2019-06-30,2019-10-31,22.041,0.927,7.225,11.191,11.245,11.494,11.494,2.795,8.122,0.16,0.232,0.471,0.417,0.854,0.293,0.286,0.025,0.109,0.146,0.194,0.109,0,0.109,NA,NA,0.045,0.828,0.172,0.259,0.172,NA,NA,0.046,NA,NA,0.037,1.489,0.339,NA,0.028,NA,NA,0.024,0.968,50.489,0.207,0.881,0.88,7.404,NA,NA,NA,NA,NA,NA,1.013,0.053,0.083,0.007,0.37,0.447,NA,0,0.017,0.341,-0.006,1.128,0.895,"1.65%","42234Q10",156,156,TRUE
"5208","HTLF","061693",89736,2018-12-31,2019-03-31,2019-05-31,20.917,0.93,7.787,10.952,10.981,11.281,11.281,2.54,6.952,0.168,0.21,0.467,0.414,0.863,0.263,0.264,0.025,0.102,0.147,0.194,0.102,0,0.102,NA,NA,0.045,0.827,0.173,0.284,0.173,NA,NA,0.04,NA,NA,0.04,1.613,0.393,NA,0.027,NA,NA,0.024,0.947,51.002,0.209,0.885,0.884,7.667,NA,NA,NA,NA,NA,NA,0.856,0.053,0.081,0.013,0.377,0.456,NA,0,0.017,0.341,-0.008,1.103,1.18,"1.67%","42234Q10",156,156,TRUE
"5375","JPM","002968",47896,2009-12-31,2009-12-31,2010-03-31,16.821,0.957,21.089,19.206,19.289,19.978,19.801,1.538,1.459,0.094,0.101,0.327,0.294,0.592,0.139,0.134,0.018,0.08,0.044,0.275,0.063,0,0.07,NA,NA,0.034,0.398,0.581,1.585,0.581,NA,NA,0.153,NA,NA,0.308,16.53,0.633,NA,0.123,NA,NA,0.065,1,167.892,1.458,0.919,0.904,11.288,NA,NA,NA,NA,NA,NA,6.419,0.055,0.176,0.047,0.293,0.699,NA,0,0.015,0.233,-0.052,1.131,0.596,".447%","46625H10",156,156,TRUE
"5376","JPM","002968",47896,2009-12-31,2009-12-31,2010-04-30,16.015,0.957,21.089,18.275,18.353,19.009,18.841,1.464,1.389,0.094,0.101,0.327,0.294,0.592,0.139,0.134,0.018,0.08,0.044,0.275,0.063,0,0.07,NA,NA,0.034,0.398,0.581,1.585,0.581,NA,NA,0.153,NA,NA,0.308,16.53,0.633,NA,0.123,NA,NA,0.065,1,167.892,1.458,0.919,0.904,11.288,NA,NA,NA,NA,NA,NA,6.419,0.055,0.176,0.047,0.293,0.699,NA,0,0.015,0.233,-0.052,1.077,0.567,".470%","46625H10",156,156,TRUE
"5377","JPM","002968",47896,2009-12-31,2010-03-31,2010-07-31,15.527,0.88,19.704,15.374,15.433,15.734,15.612,1.37,1.774,0.386,0.11,0.363,0.326,0.622,0.15,0.147,0.021,0.086,0.046,0.275,0.072,0,0.079,NA,NA,0.035,0.355,0.626,1.535,0.626,NA,NA,0.145,NA,NA,0.323,15.686,0.592,NA,0.143,NA,NA,0.065,1,174.108,1.766,0.921,0.906,11.727,NA,NA,NA,NA,NA,NA,6.085,0.057,0.185,0.04,0.27,0.722,NA,0,0.015,0.233,-0.038,1.023,0.183,".497%","46625H10",156,156,TRUE
"5378","JPM","002968",47896,2009-12-31,2010-06-30,2010-08-31,13.414,1.12,17.631,10.663,10.694,10.789,10.726,1.248,2.178,0.159,0.129,0.397,0.358,0.665,0.178,0.168,0.022,0.097,0.051,0.275,0.093,0,0.092,NA,NA,0.037,0.356,0.625,1.436,0.625,NA,NA,0.149,NA,NA,0.309,13.854,0.565,NA,0.146,NA,NA,0.065,1,171.092,1.754,0.919,0.903,11.394,NA,NA,NA,NA,NA,NA,13.269,0.056,0.181,0.024,0.261,0.696,NA,0,0.015,0.233,-0.025,0.885,0.037,".550%","46625H10",156,156,TRUE
"5379","JPM","002968",47896,2009-12-31,2010-06-30,2010-10-31,13.745,1.12,17.631,11.035,11.068,11.166,11.1,1.279,2.232,0.159,0.129,0.397,0.358,0.665,0.178,0.168,0.022,0.097,0.051,0.275,0.093,0,0.092,NA,NA,0.037,0.356,0.625,1.436,0.625,NA,NA,0.149,NA,NA,0.309,13.854,0.565,NA,0.146,NA,NA,0.065,1,171.092,1.754,0.919,0.903,11.394,NA,NA,NA,NA,NA,NA,13.269,0.056,0.181,0.024,0.261,0.696,NA,0,0.015,0.233,-0.025,0.906,0.039,".531%","46625H10",156,156,TRUE
"5380","JPM","002968",47896,2009-12-31,2009-12-31,2010-02-28,15.776,0.957,21.089,18.013,18.091,18.737,18.571,1.442,1.368,0.094,0.101,0.327,0.294,0.592,0.139,0.134,0.018,0.08,0.044,0.275,0.063,0,0.07,NA,NA,0.034,0.398,0.581,1.585,0.581,NA,NA,0.153,NA,NA,0.308,16.53,0.633,NA,0.123,NA,NA,0.065,1,167.892,1.458,0.919,0.904,11.288,NA,NA,NA,NA,NA,NA,6.419,0.055,0.176,0.047,0.293,0.699,NA,0,0.015,0.233,-0.052,1.061,0.559,".477%","46625H10",156,156,TRUE
"5381","JPM","002968",47896,2010-12-31,2010-12-31,2011-04-30,14.733,1.015,14.574,11.465,11.523,11.523,11.523,1.575,-48.483,0.053,0.15,0.47,0.427,0.745,0.215,0.193,0.026,0.107,0.063,0.301,0.103,0,0.102,NA,NA,0.041,0.445,0.534,1.633,0.534,NA,NA,0.14,NA,NA,0.291,11.373,0.673,NA,0.104,NA,NA,-0.002,NA,145.376,1.199,0.917,0.898,11.025,NA,NA,NA,NA,NA,NA,4.34,0.056,0.184,0.032,0.306,0.656,NA,0,0.021,0.244,0.01,1.081,0.213,"2.19%","46625H10",156,156,TRUE
"5382","JPM","002968",47896,2009-12-31,2010-06-30,2010-09-30,14.041,1.12,17.631,11.161,11.194,11.294,11.227,1.307,2.28,0.159,0.129,0.397,0.358,0.665,0.178,0.168,0.022,0.097,0.051,0.275,0.093,0,0.092,NA,NA,0.037,0.356,0.625,1.436,0.625,NA,NA,0.149,NA,NA,0.309,13.854,0.565,NA,0.146,NA,NA,0.065,1,171.092,1.754,0.919,0.903,11.394,NA,NA,NA,NA,NA,NA,13.269,0.056,0.181,0.024,0.261,0.696,NA,0,0.015,0.233,-0.025,0.926,0.039,".525%","46625H10",156,156,TRUE
"5383","JPM","002968",47896,2008-12-31,2009-09-30,2010-01-31,16.074,0.893,25.845,29.725,29.725,32.182,24.491,1.343,1.511,1.609,0.068,0.28,0.245,0.547,0.095,0.103,0.015,0.056,0.034,-0.334,0.036,0,0.049,NA,NA,0.03,0.339,0.614,1.592,0.614,NA,NA,0.149,NA,NA,0.324,21.114,0.614,NA,0.136,NA,NA,0.012,1,183.774,1.813,0.921,0.907,11.723,NA,NA,NA,NA,NA,NA,5.347,0.055,0.173,0.049,0.27,0.699,NA,0,0.019,0.224,-0.044,0.996,NA,".514%","46625H10",156,156,TRUE
"5384","JPM","002968",47896,2009-12-31,2010-03-31,2010-06-30,14.123,0.88,19.704,13.973,14.027,14.301,14.19,1.247,1.614,0.386,0.11,0.363,0.326,0.622,0.15,0.147,0.021,0.086,0.046,0.275,0.072,0,0.079,NA,NA,0.035,0.355,0.626,1.535,0.626,NA,NA,0.145,NA,NA,0.323,15.686,0.592,NA,0.143,NA,NA,0.065,1,174.108,1.766,0.921,0.906,11.727,NA,NA,NA,NA,NA,NA,6.085,0.057,0.185,0.04,0.27,0.722,NA,0,0.015,0.233,-0.038,0.93,0.166,".546%","46625H10",156,156,TRUE
"5385","JPM","002968",47896,2010-12-31,2011-06-30,2011-08-31,11.634,1.094,13.467,7.958,8.026,8.026,8.026,1.264,19.742,0.158,0.175,0.516,0.472,0.8,0.254,0.219,0.028,0.121,0.069,0.301,0.117,0,0.115,NA,NA,0.043,0.371,0.612,1.376,0.612,NA,NA,0.162,NA,NA,0.291,10.58,0.555,NA,0.141,NA,NA,-0.002,1,154.344,1.649,0.918,0.9,11.201,NA,NA,NA,NA,NA,NA,5.136,0.053,0.176,0.032,0.252,0.65,NA,0,0.021,0.244,0.006,0.836,0.026,"2.66%","46625H10",156,156,TRUE
"5386","JPM","002968",47896,2010-12-31,2011-03-31,2011-05-31,14.134,0.94,13.982,9.524,9.609,9.609,9.609,1.515,-5.953,0.118,0.173,0.498,0.454,0.789,0.25,0.217,0.027,0.12,0.065,0.301,0.116,0,0.114,NA,NA,0.042,0.37,0.612,1.374,0.612,NA,NA,0.149,NA,NA,0.294,10.993,0.554,NA,0.143,NA,NA,-0.002,NA,157.409,1.654,0.917,0.898,11.073,NA,NA,NA,NA,NA,NA,6.728,0.054,0.172,0.032,0.251,0.647,NA,0,0.021,0.244,0.023,0.994,0.083,"2.31%","46625H10",156,156,TRUE
"5387","JPM","002968",47896,2010-12-31,2011-06-30,2011-10-31,10.767,1.094,13.467,7.364,7.427,7.427,7.427,1.17,18.271,0.158,0.175,0.516,0.472,0.8,0.254,0.219,0.028,0.121,0.069,0.301,0.117,0,0.115,NA,NA,0.043,0.371,0.612,1.376,0.612,NA,NA,0.162,NA,NA,0.291,10.58,0.555,NA,0.141,NA,NA,-0.002,1,154.344,1.649,0.918,0.9,11.201,NA,NA,NA,NA,NA,NA,5.136,0.053,0.176,0.032,0.252,0.65,NA,0,0.021,0.244,0.006,0.774,0.024,"2.88%","46625H10",156,156,TRUE
"5388","JPM","002968",47896,2010-12-31,2011-09-30,2011-11-30,9.071,1.525,12.941,6.548,6.603,6.603,6.603,1.014,1.72,0.202,0.173,0.519,0.475,0.805,0.25,0.217,0.028,0.118,0.069,0.301,0.114,0,0.113,NA,NA,0.042,0.375,0.608,1.336,0.608,NA,NA,0.177,NA,NA,0.278,10.221,0.545,NA,0.138,NA,NA,-0.002,1,149.81,1.622,0.918,0.9,11.262,NA,NA,NA,NA,NA,NA,3.171,0.052,0.176,0.032,0.252,0.643,NA,0,0.021,0.244,-0.022,0.674,0.106,"3.23%","46625H10",156,156,TRUE
"5389","JPM","002968",47896,2009-12-31,2010-09-30,2010-11-30,13.083,1.111,16.366,10.36,10.418,10.447,10.447,1.302,27.241,0.149,0.141,0.433,0.391,0.703,0.193,0.183,0.024,0.1,0.055,0.275,0.096,0,0.095,NA,NA,0.038,0.354,0.628,1.384,0.628,NA,NA,0.153,NA,NA,0.302,12.925,0.546,NA,0.149,NA,NA,0.065,1,170.631,1.776,0.919,0.901,11.33,NA,NA,NA,NA,NA,NA,11.523,0.054,0.173,0.036,0.247,0.665,NA,0,0.015,0.233,0.005,0.881,0.314,".535%","46625H10",156,156,TRUE
"5390","JPM","002968",47896,2010-12-31,2011-06-30,2011-09-30,9.33,1.094,13.467,6.381,6.436,6.436,6.436,1.014,15.832,0.158,0.175,0.516,0.472,0.8,0.254,0.219,0.028,0.121,0.069,0.301,0.117,0,0.115,NA,NA,0.043,0.371,0.612,1.376,0.612,NA,NA,0.162,NA,NA,0.291,10.58,0.555,NA,0.141,NA,NA,-0.002,1,154.344,1.649,0.918,0.9,11.201,NA,NA,NA,NA,NA,NA,5.136,0.053,0.176,0.032,0.252,0.65,NA,0,0.021,0.244,0.006,0.671,0.021,"3.32%","46625H10",156,156,TRUE
"5391","JPM","002968",47896,2011-12-31,2011-12-31,2012-02-29,11.117,1.401,11.936,8.72,8.759,8.759,8.759,1.345,1.554,0.229,0.171,0.512,0.466,0.809,0.241,0.217,0.026,0.11,0.069,0.291,0.107,0,0.106,NA,NA,0.04,0.456,0.523,1.412,0.523,NA,NA,0.183,NA,NA,0.24,9.587,0.629,NA,0.097,NA,NA,0.046,1,148.296,1.147,0.919,0.901,11.343,NA,NA,NA,NA,NA,NA,3.927,0.051,0.164,0.017,0.288,0.604,NA,0,0.028,0.262,-0.035,0.848,0.102,"2.55%","46625H10",156,156,TRUE
"5392","JPM","002968",47896,2011-12-31,2011-12-31,2012-03-31,13.087,1.401,11.936,10.218,10.263,10.263,10.263,1.584,1.83,0.229,0.171,0.512,0.466,0.809,0.241,0.217,0.026,0.11,0.069,0.291,0.107,0,0.106,NA,NA,0.04,0.456,0.523,1.412,0.523,NA,NA,0.183,NA,NA,0.24,9.587,0.629,NA,0.097,NA,NA,0.046,1,148.296,1.147,0.919,0.901,11.343,NA,NA,NA,NA,NA,NA,3.927,0.051,0.164,0.017,0.288,0.604,NA,0,0.028,0.262,-0.035,0.999,0.12,"2.17%","46625H10",156,156,TRUE
"5393","JPM","002968",47896,2011-12-31,2011-12-31,2012-04-30,12.249,1.401,11.936,9.551,9.594,9.594,9.594,1.482,1.713,0.229,0.171,0.512,0.466,0.809,0.241,0.217,0.026,0.11,0.069,0.291,0.107,0,0.106,NA,NA,0.04,0.456,0.523,1.412,0.523,NA,NA,0.183,NA,NA,0.24,9.587,0.629,NA,0.097,NA,NA,0.046,1,148.296,1.147,0.919,0.901,11.343,NA,NA,NA,NA,NA,NA,3.927,0.051,0.164,0.017,0.288,0.604,NA,0,0.028,0.262,-0.035,0.935,0.112,"2.79%","46625H10",156,156,TRUE
"5394","JPM","002968",47896,2011-12-31,2012-03-31,2012-05-31,9.427,1.033,13.003,7.837,7.874,7.568,7.568,1.147,1.188,0.312,0.167,0.514,0.468,0.816,0.233,0.213,0.025,0.105,0.067,0.291,0.102,0,0.101,NA,NA,0.039,0.385,0.598,1.273,0.598,NA,NA,0.195,NA,NA,0.256,10.321,0.53,NA,0.131,NA,NA,0.046,1,150.398,1.552,0.919,0.901,11.36,NA,NA,NA,NA,NA,NA,8.641,0.048,0.162,0.017,0.24,0.597,NA,0,0.028,0.262,-0.039,0.695,0.053,"3.62%","46625H10",156,156,TRUE
"5395","JPM","002968",47896,2011-12-31,2012-03-31,2012-06-30,10.161,1.033,13.003,8.447,8.487,8.158,8.158,1.236,1.281,0.312,0.167,0.514,0.468,0.816,0.233,0.213,0.025,0.105,0.067,0.291,0.102,0,0.101,NA,NA,0.039,0.385,0.598,1.273,0.598,NA,NA,0.195,NA,NA,0.256,10.321,0.53,NA,0.131,NA,NA,0.046,1,150.398,1.552,0.919,0.901,11.36,NA,NA,NA,NA,NA,NA,8.641,0.048,0.162,0.017,0.24,0.597,NA,0,0.028,0.262,-0.039,0.75,0.057,"3.36%","46625H10",156,156,TRUE
"5396","JPM","002968",47896,2009-12-31,2010-03-31,2010-05-31,15.268,0.88,19.704,15.107,15.165,15.461,15.341,1.348,1.744,0.386,0.11,0.363,0.326,0.622,0.15,0.147,0.021,0.086,0.046,0.275,0.072,0,0.079,NA,NA,0.035,0.355,0.626,1.535,0.626,NA,NA,0.145,NA,NA,0.323,15.686,0.592,NA,0.143,NA,NA,0.065,1,174.108,1.766,0.921,0.906,11.727,NA,NA,NA,NA,NA,NA,6.085,0.057,0.185,0.04,0.27,0.722,NA,0,0.015,0.233,-0.038,1.006,0.18,".505%","46625H10",156,156,TRUE
"5397","JPM","002968",47896,2011-12-31,2012-06-30,2012-08-31,10.473,1.355,13.426,8.928,8.928,8.577,8.577,1.349,1.691,0.329,0.171,0.512,0.464,0.83,0.235,0.219,0.023,0.101,0.064,0.291,0.098,0,0.097,NA,NA,0.038,0.398,0.584,1.278,0.584,NA,NA,0.197,NA,NA,0.25,10.708,0.543,NA,0.125,NA,NA,0.046,1,149.606,1.466,0.919,0.901,11.274,NA,NA,NA,NA,NA,NA,9.666,0.046,0.152,0.017,0.233,0.56,NA,0,0.028,0.262,-0.029,0.768,0.025,"3.23%","46625H10",156,156,TRUE
"5398","JPM","002968",47896,2011-12-31,2012-06-30,2012-09-30,11.415,1.355,13.426,9.731,9.731,9.349,9.349,1.47,1.843,0.329,0.171,0.512,0.464,0.83,0.235,0.219,0.023,0.101,0.064,0.291,0.098,0,0.097,NA,NA,0.038,0.398,0.584,1.278,0.584,NA,NA,0.197,NA,NA,0.25,10.708,0.543,NA,0.125,NA,NA,0.046,1,149.606,1.466,0.919,0.901,11.274,NA,NA,NA,NA,NA,NA,9.666,0.046,0.152,0.017,0.233,0.56,NA,0,0.028,0.262,-0.029,0.837,0.028,"2.96%","46625H10",156,156,TRUE
"5399","JPM","002968",47896,2011-12-31,2012-06-30,2012-10-31,11.753,1.355,13.426,10.019,10.019,9.626,9.626,1.513,1.897,0.329,0.171,0.512,0.464,0.83,0.235,0.219,0.023,0.101,0.064,0.291,0.098,0,0.097,NA,NA,0.038,0.398,0.584,1.278,0.584,NA,NA,0.197,NA,NA,0.25,10.708,0.543,NA,0.125,NA,NA,0.046,1,149.606,1.466,0.919,0.901,11.274,NA,NA,NA,NA,NA,NA,9.666,0.046,0.152,0.017,0.233,0.56,NA,0,0.028,0.262,-0.029,0.862,0.028,"2.88%","46625H10",156,156,TRUE
"5400","JPM","002968",47896,2011-12-31,2012-09-30,2012-11-30,11.464,1.239,13.2,9.029,9.048,8.722,8.722,1.483,2.647,0.313,0.183,0.522,0.474,0.844,0.254,0.231,0.024,0.108,0.066,0.291,0.104,0,0.103,NA,NA,0.039,0.413,0.569,1.284,0.569,NA,NA,0.197,NA,NA,0.248,10.365,0.557,NA,0.12,NA,NA,0.046,1,148.654,1.38,0.917,0.899,11.037,NA,NA,NA,NA,NA,NA,7.828,0.046,0.151,0.017,0.238,0.551,NA,0,0.028,0.262,-0.017,0.819,0.115,"2.92%","46625H10",156,156,TRUE
"5401","JPM","002968",47896,2011-12-31,2012-09-30,2012-12-31,12.27,1.239,13.2,9.664,9.685,9.335,9.335,1.587,2.833,0.313,0.183,0.522,0.474,0.844,0.254,0.231,0.024,0.108,0.066,0.291,0.104,0,0.103,NA,NA,0.039,0.413,0.569,1.284,0.569,NA,NA,0.197,NA,NA,0.248,10.365,0.557,NA,0.12,NA,NA,0.046,1,148.654,1.38,0.917,0.899,11.037,NA,NA,NA,NA,NA,NA,7.828,0.046,0.151,0.017,0.238,0.551,NA,0,0.028,0.262,-0.017,0.877,0.123,"2.73%","46625H10",156,156,TRUE
"5402","JPM","002968",47896,2011-12-31,2012-09-30,2013-01-31,13.13,1.239,13.2,10.341,10.363,9.989,9.989,1.698,3.031,0.313,0.183,0.522,0.474,0.844,0.254,0.231,0.024,0.108,0.066,0.291,0.104,0,0.103,NA,NA,0.039,0.413,0.569,1.284,0.569,NA,NA,0.197,NA,NA,0.248,10.365,0.557,NA,0.12,NA,NA,0.046,1,148.654,1.38,0.917,0.899,11.037,NA,NA,NA,NA,NA,NA,7.828,0.046,0.151,0.017,0.238,0.551,NA,0,0.028,0.262,-0.017,0.938,0.132,"2.55%","46625H10",156,156,TRUE
"5403","JPM","002968",47896,2012-12-31,2012-12-31,2013-02-28,12.828,1.166,12.879,9.687,9.726,9.408,9.408,1.749,7.466,0.238,0.199,0.542,0.494,0.864,0.27,0.247,0.025,0.115,0.071,0.264,0.111,0,0.11,NA,NA,0.039,0.435,0.545,1.274,0.545,NA,NA,0.219,NA,NA,0.242,9.841,0.572,NA,0.113,NA,NA,0.012,1,148.431,1.253,0.913,0.896,10.561,NA,NA,NA,NA,NA,NA,3.292,0.046,0.153,0.014,0.239,0.525,NA,0,0.024,0.286,-0.002,0.96,0.266,"2.45%","46625H10",156,156,TRUE
"5404","JPM","002968",47896,2012-12-31,2012-12-31,2013-03-31,12.445,1.166,12.879,9.398,9.435,9.127,9.127,1.696,7.243,0.238,0.199,0.542,0.494,0.864,0.27,0.247,0.025,0.115,0.071,0.264,0.111,0,0.11,NA,NA,0.039,0.435,0.545,1.274,0.545,NA,NA,0.219,NA,NA,0.242,9.841,0.572,NA,0.113,NA,NA,0.012,1,148.431,1.253,0.913,0.896,10.561,NA,NA,NA,NA,NA,NA,3.292,0.046,0.153,0.014,0.239,0.525,NA,0,0.024,0.286,-0.002,0.931,0.258,"2.53%","46625H10",156,156,TRUE
"5405","JPM","002968",47896,2012-12-31,2012-12-31,2013-04-30,12.725,1.166,12.879,9.705,9.744,9.425,9.425,1.735,7.406,0.238,0.199,0.542,0.494,0.864,0.27,0.247,0.025,0.115,0.071,0.264,0.111,0,0.11,NA,NA,0.039,0.435,0.545,1.274,0.545,NA,NA,0.219,NA,NA,0.242,9.841,0.572,NA,0.113,NA,NA,0.012,1,148.431,1.253,0.913,0.896,10.561,NA,NA,NA,NA,NA,NA,3.292,0.046,0.153,0.014,0.239,0.525,NA,0,0.024,0.286,-0.002,0.952,0.267,"2.45%","46625H10",156,156,TRUE
"5406","JPM","002968",47896,2012-12-31,2013-03-31,2013-05-31,14.314,1.096,12.786,9.594,9.662,9.766,9.766,1.934,5.06,0.284,0.214,0.549,0.503,0.87,0.291,0.26,0.025,0.122,0.07,0.264,0.118,0,0.117,NA,NA,0.04,0.411,0.57,1.244,0.57,NA,NA,0.218,NA,NA,0.248,9.916,0.542,NA,0.124,NA,NA,0.012,1,148.73,1.389,0.914,0.897,10.665,NA,NA,NA,NA,NA,NA,4.008,0.046,0.152,0.015,0.229,0.532,NA,0,0.024,0.286,-0.008,1.047,0.291,"2.20%","46625H10",156,156,TRUE
