"","TICKER","gvkey","public_date","bm","ptb","GProf","npm","capital_ratio","totdebt_invcap","cash_lt","short_debt","debt_assets","de_ratio","sale_equity","sale_invcap"
"6332","ONB","017095",2012-04-30,0.937,1.172,0.052,0.142,0.219,0.541,0.029,0.595,0.88,7.33,0.493,0.385
"6333","ONB","017095",2011-05-31,0.969,1.04,0.048,0.096,0.343,0.618,0.047,0.446,0.881,7.41,0.513,0.337
"6334","ONB","017095",2011-06-30,0.969,1.04,0.048,0.096,0.343,0.618,0.047,0.446,0.881,7.41,0.513,0.337
"6335","ONB","017095",2019-05-31,0.964,1.008,0.039,0.235,0.393,0.638,0.018,0.384,0.868,6.591,0.343,0.209
"6336","ONB","017095",2019-06-30,0.964,1.038,0.039,0.235,0.393,0.638,0.018,0.384,0.868,6.591,0.343,0.209
"6337","ONB","017095",2012-10-31,0.944,1.158,0.056,0.164,0.237,0.504,0.03,0.531,0.88,7.318,0.513,0.392
"6338","ONB","017095",2011-10-31,0.985,1.087,0.05,0.109,0.315,0.587,0.043,0.464,0.878,7.196,0.497,0.34
"6339","ONB","017095",2011-11-30,1.164,1.034,0.051,0.115,0.29,0.558,0.045,0.479,0.879,7.285,0.5,0.355
"6340","ONB","017095",2018-10-31,0.776,1.236,0.039,0.152,0.338,0.776,0.019,0.565,0.875,7.005,0.351,0.232
"6341","ONB","017095",2012-01-31,1.164,1.084,0.051,0.115,0.29,0.558,0.045,0.479,0.879,7.285,0.5,0.355
"6342","ONB","017095",2012-02-29,0.937,1.106,0.052,0.142,0.219,0.541,0.029,0.595,0.88,7.33,0.493,0.385
"6343","ONB","017095",2012-03-31,0.937,1.201,0.052,0.142,0.219,0.541,0.029,0.595,0.88,7.33,0.493,0.385
"6344","ONB","017095",2012-07-31,0.844,1.103,0.055,0.148,0.262,0.517,0.033,0.493,0.879,7.287,0.508,0.375
"6345","ONB","017095",2010-06-30,0.821,1.055,0.042,0.029,0.479,0.745,0.046,0.357,0.899,8.942,0.618,0.322
"6346","ONB","017095",2019-03-31,0.997,1.061,0.036,0.235,0.363,0.59,0.019,0.385,0.864,6.335,0.302,0.192
"6347","ONB","017095",2019-04-30,0.997,1.105,0.036,0.235,0.363,0.59,0.019,0.385,0.864,6.335,0.302,0.192
"6348","ONB","017095",2012-06-30,0.844,1.082,0.055,0.148,0.262,0.517,0.033,0.493,0.879,7.287,0.508,0.375
"6349","ONB","017095",2010-07-31,0.821,1.072,0.042,0.029,0.479,0.745,0.046,0.357,0.899,8.942,0.618,0.322
"6350","ONB","017095",2012-05-31,0.844,1.045,0.055,0.148,0.262,0.517,0.033,0.493,0.879,7.287,0.508,0.375
"6351","ONB","017095",2011-12-31,1.164,1.073,0.051,0.115,0.29,0.558,0.045,0.479,0.879,7.285,0.5,0.355
"6352","ONB","017095",2012-09-30,0.944,1.285,0.056,0.164,0.237,0.504,0.03,0.531,0.88,7.318,0.513,0.392
"6353","ONB","017095",2012-08-31,0.944,1.164,0.056,0.164,0.237,0.504,0.03,0.531,0.88,7.318,0.513,0.392
"6354","OSBC","019150",2015-11-30,0.837,1.487,0.045,0.15,0.368,0.577,0.028,0.363,0.914,10.574,0.541,0.342
"6355","OSBC","019150",2010-10-31,3.38,0.288,0.009,-0.248,0.352,0.484,0.044,0.273,0.925,12.408,0.846,0.548
"6356","OSBC","019150",2010-11-30,4.751,0.295,0.008,-0.265,0.367,0.486,0.041,0.246,0.927,12.77,0.877,0.555
"6357","OSBC","019150",2017-02-28,0.536,1.847,0.041,0.154,0.367,0.713,0.023,0.485,0.922,11.849,0.582,0.368
"6358","OSBC","019150",2010-09-30,3.38,0.232,0.009,-0.248,0.352,0.484,0.044,0.273,0.925,12.408,0.846,0.548
"6359","OSBC","019150",2016-12-31,0.699,1.903,0.042,0.148,0.388,0.616,0.039,0.37,0.923,11.995,0.6,0.367
"6360","OSBC","019150",2017-01-31,0.699,1.86,0.042,0.148,0.388,0.616,0.039,0.37,0.923,11.995,0.6,0.367
"6361","OSBC","019150",2017-06-30,0.548,1.877,0.043,0.159,0.37,0.691,0.041,0.465,0.922,11.74,0.607,0.382
"6362","OSBC","019150",2015-05-31,0.892,1.214,0.044,0.116,0.353,0.549,0.034,0.356,0.908,9.822,0.516,0.334
"6363","OSBC","019150",2017-04-30,0.536,2.026,0.041,0.154,0.367,0.713,0.023,0.485,0.922,11.849,0.582,0.368
"6364","OSBC","019150",2017-05-31,0.548,1.882,0.043,0.159,0.37,0.691,0.041,0.465,0.922,11.74,0.607,0.382
"6365","OSBC","019150",2015-08-31,0.79,1.195,0.045,0.136,0.355,0.564,0.027,0.37,0.909,9.952,0.528,0.34
"6366","OSBC","019150",2015-09-30,0.79,1.195,0.045,0.136,0.355,0.564,0.027,0.37,0.909,9.952,0.528,0.34
"6367","OSBC","019150",2015-10-31,0.79,1.285,0.045,0.136,0.355,0.564,0.027,0.37,0.909,9.952,0.528,0.34
"6368","OSBC","019150",2018-01-31,0.504,2.169,0.044,0.196,0.352,0.766,0.024,0.541,0.919,11.421,0.617,0.4
"6369","OSBC","019150",2018-02-28,0.495,2.033,0.043,0.128,0.337,0.816,0.026,0.588,0.916,10.896,0.588,0.39
"6370","OSBC","019150",2018-03-31,0.495,2.064,0.043,0.128,0.337,0.816,0.026,0.588,0.916,10.896,0.588,0.39
"6371","OSBC","019150",2017-03-31,0.536,1.899,0.041,0.154,0.367,0.713,0.023,0.485,0.922,11.849,0.582,0.368
"6372","OSBC","019150",2018-05-31,0.493,2.18,0.045,0.167,0.338,0.749,0.023,0.549,0.916,10.873,0.607,0.402
"6373","OSBC","019150",2018-06-30,0.493,2.1,0.045,0.167,0.338,0.749,0.023,0.549,0.916,10.873,0.607,0.402
"6374","OSBC","019150",2018-07-31,0.493,2.26,0.045,0.167,0.338,0.749,0.023,0.549,0.916,10.873,0.607,0.402
"6375","OSBC","019150",2017-07-31,0.548,1.926,0.043,0.159,0.37,0.691,0.041,0.465,0.922,11.74,0.607,0.382
"6376","OSBC","019150",2017-08-31,0.559,1.775,0.043,0.165,0.362,0.693,0.042,0.478,0.921,11.579,0.61,0.389
"6377","OSBC","019150",2017-09-30,0.559,2.085,0.043,0.165,0.362,0.693,0.042,0.478,0.921,11.579,0.61,0.389
"6378","OSBC","019150",2017-10-31,0.559,2.124,0.043,0.165,0.362,0.693,0.042,0.478,0.921,11.579,0.61,0.389
"6379","OSBC","019150",2017-11-30,0.504,1.985,0.044,0.196,0.352,0.766,0.024,0.541,0.919,11.421,0.617,0.4
"6380","OSBC","019150",2017-12-31,0.504,2.014,0.044,0.196,0.352,0.766,0.024,0.541,0.919,11.421,0.617,0.4
"6381","OSBC","019150",2019-02-28,0.592,1.855,0.045,0.247,0.338,0.905,0.023,0.626,0.914,10.681,0.602,0.398
"6382","OSBC","019150",2019-03-31,0.592,1.643,0.045,0.247,0.338,0.905,0.023,0.626,0.914,10.681,0.602,0.398
"6383","OSBC","019150",2019-04-30,0.592,1.729,0.045,0.247,0.338,0.905,0.023,0.626,0.914,10.681,0.602,0.398
"6384","OSBC","019150",2018-04-30,0.495,2.123,0.043,0.128,0.337,0.816,0.026,0.588,0.916,10.896,0.588,0.39
"6385","OSBC","019150",2019-06-30,0.646,1.569,0.046,0.231,0.347,0.768,0.022,0.548,0.915,10.732,0.634,0.414
"6386","OSBC","019150",2019-07-31,0.646,1.615,0.046,0.231,0.347,0.768,0.022,0.548,0.915,10.732,0.634,0.414
"6387","OSBC","019150",2019-08-31,0.674,1.37,0.047,0.249,0.33,0.748,0.021,0.559,0.91,10.117,0.61,0.409
"6388","OSBC","019150",2018-08-31,0.49,2.19,0.046,0.167,0.346,0.758,0.024,0.544,0.917,10.977,0.626,0.41
"6389","OSBC","019150",2018-09-30,0.49,2.19,0.046,0.167,0.346,0.758,0.024,0.544,0.917,10.977,0.626,0.41
"6390","OSBC","019150",2015-06-30,0.892,1.295,0.044,0.116,0.353,0.549,0.034,0.356,0.908,9.822,0.516,0.334
"6391","OSBC","019150",2015-07-31,0.892,1.277,0.044,0.116,0.353,0.549,0.034,0.356,0.908,9.822,0.516,0.334
"6392","OSBC","019150",2018-12-31,0.475,1.774,0.047,0.172,0.35,0.731,0.024,0.521,0.917,11.03,0.64,0.416
"6393","OSBC","019150",2019-01-31,0.475,1.914,0.047,0.172,0.35,0.731,0.024,0.521,0.917,11.03,0.64,0.416
"6394","OSBC","019150",2020-03-31,0.689,0.739,0.049,0.262,0.287,0.537,0.021,0.465,0.895,8.485,0.542,0.386
"6395","OSBC","019150",2020-04-30,0.689,0.88,0.049,0.262,0.287,0.537,0.021,0.465,0.895,8.485,0.542,0.386
"6396","OSBC","019150",2020-05-31,1.295,0.86,0.046,0.21,0.289,0.574,0.025,0.496,0.898,8.833,0.556,0.395
"6397","OSBC","019150",2020-06-30,1.295,0.866,0.046,0.21,0.289,0.574,0.025,0.496,0.898,8.833,0.556,0.395
"6398","OSBC","019150",2020-07-31,1.295,0.926,0.046,0.21,0.289,0.574,0.025,0.496,0.898,8.833,0.556,0.395
"6399","OSBC","019150",2020-08-31,1.227,0.856,0.044,0.212,0.276,0.506,0.045,0.454,0.899,8.888,0.538,0.39
"6400","OSBC","019150",2020-09-30,1.227,0.781,0.044,0.212,0.276,0.506,0.045,0.454,0.899,8.888,0.538,0.39
"6401","OSBC","019150",2020-10-31,1.227,0.891,0.044,0.212,0.276,0.506,0.045,0.454,0.899,8.888,0.538,0.39
"6402","OSBC","019150",2020-11-30,1.342,0.957,0.042,0.205,0.262,0.447,0.069,0.413,0.9,8.978,0.509,0.376
"6403","OSBC","019150",2020-12-31,1.342,1,0.042,0.205,0.262,0.447,0.069,0.413,0.9,8.978,0.509,0.376
"6404","OSBC","019150",2010-12-31,4.751,0.257,0.008,-0.265,0.367,0.486,0.041,0.246,0.927,12.77,0.877,0.555
"6405","OSBC","019150",2011-01-31,4.751,0.263,0.008,-0.265,0.367,0.486,0.041,0.246,0.927,12.77,0.877,0.555
"6406","OSBC","019150",2011-02-28,0.594,1.031,0.014,-0.734,0.553,0.586,0.048,0.056,0.96,24.297,1.763,0.788
"6407","OSBC","019150",2011-03-31,0.594,1,0.014,-0.734,0.553,0.586,0.048,0.056,0.96,24.297,1.763,0.788
"6408","OSBC","019150",2011-04-30,0.594,1.25,0.014,-0.734,0.553,0.586,0.048,0.056,0.96,24.297,1.763,0.788
"6409","OSBC","019150",2011-05-31,0.715,1.608,0.019,-0.725,0.459,0.513,0.056,0.105,0.946,17.396,1.164,0.629
"6410","OSBC","019150",2011-06-30,0.715,1.259,0.019,-0.725,0.459,0.513,0.056,0.105,0.946,17.396,1.164,0.629
"6411","OSBC","019150",2011-07-31,0.715,1.776,0.019,-0.725,0.459,0.513,0.056,0.105,0.946,17.396,1.164,0.629
"6412","OSBC","019150",2011-08-31,0.838,1.644,0.038,-0.581,0.505,0.54,0.055,0.065,0.952,19.946,1.334,0.66
"6413","OSBC","019150",2011-09-30,0.838,1.67,0.038,-0.581,0.505,0.54,0.055,0.065,0.952,19.946,1.334,0.66
"6414","OSBC","019150",2011-10-31,0.838,1.723,0.038,-0.581,0.505,0.54,0.055,0.065,0.952,19.946,1.334,0.66
"6415","OSBC","019150",2011-11-30,0.433,2.292,0.041,-0.627,0.562,0.596,0.062,0.057,0.96,24.237,1.581,0.692
"6416","OSBC","019150",2011-12-31,0.433,2.383,0.041,-0.627,0.562,0.596,0.062,0.057,0.96,24.237,1.581,0.692
"6417","OSBC","019150",2012-01-31,0.433,2.237,0.041,-0.627,0.562,0.596,0.062,0.057,0.96,24.237,1.581,0.692
"6418","OSBC","019150",2012-02-29,0.172,5.365,0.047,-0.054,0.584,0.589,0.027,0.009,0.962,25.235,1.641,0.683
"6419","OSBC","019150",2012-03-31,0.172,8.256,0.047,-0.054,0.584,0.589,0.027,0.009,0.962,25.235,1.641,0.683
"6420","OSBC","019150",2012-04-30,0.172,7.313,0.047,-0.054,0.584,0.589,0.027,0.009,0.962,25.235,1.641,0.683
"6421","OSBC","019150",2012-05-31,0.172,5.923,0.045,-0.053,0.578,0.619,0.045,0.068,0.961,24.818,1.578,0.666
"6422","OSBC","019150",2012-06-30,0.172,5.844,0.045,-0.053,0.578,0.619,0.045,0.068,0.961,24.818,1.578,0.666
"6423","OSBC","019150",2012-07-31,0.172,6.281,0.045,-0.053,0.578,0.619,0.045,0.068,0.961,24.818,1.578,0.666
"6424","OSBC","019150",2012-08-31,0.172,6.461,0.046,-0.051,0.586,0.641,0.048,0.085,0.963,25.786,1.619,0.67
"6425","OSBC","019150",2012-09-30,0.172,6.461,0.046,-0.051,0.586,0.641,0.048,0.085,0.963,25.786,1.619,0.67
"6426","OSBC","019150",2012-10-31,0.172,6.281,0.046,-0.051,0.586,0.641,0.048,0.085,0.963,25.786,1.619,0.67
"6427","OSBC","019150",2012-11-30,0.172,5.294,0.048,-0.039,0.593,0.64,0.044,0.074,0.963,26.363,1.65,0.672
"6428","OSBC","019150",2012-12-31,0.172,5.474,0.048,-0.039,0.593,0.64,0.044,0.074,0.963,26.363,1.65,0.672
"6429","OSBC","019150",2013-01-31,0.172,9.288,0.048,-0.039,0.593,0.64,0.044,0.074,0.963,26.363,1.65,0.672
"6430","OSBC","019150",2013-02-28,0.04,26.432,0.047,-0.001,0.589,1.257,0.065,0.532,0.965,27.198,1.625,0.668
"6431","OSBC","019150",2013-03-31,0.04,27.012,0.047,-0.001,0.589,1.257,0.065,0.532,0.965,27.198,1.625,0.668
"6432","OSBC","019150",2013-04-30,0.04,29.005,0.047,-0.001,0.589,1.257,0.065,0.532,0.965,27.198,1.625,0.668
"6433","OSBC","019150",2013-05-31,0.084,21.287,0.052,0.072,0.59,0.808,0.054,0.271,0.963,26.269,1.606,0.659
"6434","OSBC","019150",2013-06-30,0.084,20.578,0.052,0.072,0.59,0.808,0.054,0.271,0.963,26.269,1.606,0.659
"6435","OSBC","019150",2013-07-31,0.084,22.442,0.052,0.072,0.59,0.808,0.054,0.271,0.963,26.269,1.606,0.659
"6436","OSBC","019150",2013-08-31,0.04,36.48,0.053,0.094,0.589,0.831,0.046,0.291,0.963,25.998,1.558,0.641
"6437","OSBC","019150",2013-09-30,0.04,42.419,0.053,0.094,0.589,0.831,0.046,0.291,0.963,25.998,1.558,0.641
"6438","OSBC","019150",2013-10-31,0.04,43.903,0.053,0.094,0.589,0.831,0.046,0.291,0.963,25.998,1.558,0.641
"6439","OSBC","019150",2013-11-30,0.876,0.905,0.051,0.755,0.535,0.85,0.047,0.371,0.955,21.032,1.222,0.569
"6440","OSBC","019150",2013-12-31,0.876,0.927,0.051,0.755,0.535,0.85,0.047,0.371,0.955,21.032,1.222,0.569
"6441","OSBC","019150",2014-01-31,0.876,0.933,0.051,0.755,0.535,0.85,0.047,0.371,0.955,21.032,1.222,0.569
"6442","OSBC","019150",2014-02-28,1.163,0.916,0.047,0.822,0.413,0.522,0.026,0.21,0.926,12.569,0.676,0.397
"6443","OSBC","019150",2014-03-31,1.163,0.856,0.047,0.822,0.413,0.522,0.026,0.21,0.926,12.569,0.676,0.397
"6444","OSBC","019150",2014-04-30,1.163,1.875,0.047,0.822,0.413,0.522,0.026,0.21,0.926,12.569,0.676,0.397
"6445","OSBC","019150",2014-05-31,1.195,1.813,0.044,0.832,0.449,0.64,0.033,0.299,0.936,14.734,0.743,0.409
"6446","OSBC","019150",2014-06-30,1.195,1.913,0.044,0.832,0.449,0.64,0.033,0.299,0.936,14.734,0.743,0.409
"6447","OSBC","019150",2014-07-31,1.195,1.863,0.044,0.832,0.449,0.64,0.033,0.299,0.936,14.734,0.743,0.409
"6448","OSBC","019150",2014-08-31,0.993,0.963,0.042,0.842,0.397,0.573,0.037,0.308,0.922,11.888,0.582,0.351
"6449","OSBC","019150",2014-09-30,0.993,0.975,0.042,0.842,0.397,0.573,0.037,0.308,0.922,11.888,0.582,0.351
"6450","OSBC","019150",2014-10-31,0.993,0.973,0.042,0.842,0.397,0.573,0.037,0.308,0.922,11.888,0.582,0.351
"6451","OSBC","019150",2014-11-30,1.026,0.956,0.041,0.081,0.378,0.541,0.032,0.3,0.916,10.932,0.535,0.333
"6452","OSBC","019150",2014-12-31,1.026,1.088,0.041,0.081,0.378,0.541,0.032,0.3,0.916,10.932,0.535,0.333
"6453","OSBC","019150",2015-01-31,1.026,1.102,0.041,0.081,0.378,0.541,0.032,0.3,0.916,10.932,0.535,0.333
"6454","OSBC","019150",2015-02-28,0.929,1.099,0.043,0.104,0.349,0.57,0.024,0.389,0.906,9.619,0.501,0.326
"6455","OSBC","019150",2015-03-31,0.929,1.148,0.043,0.104,0.349,0.57,0.024,0.389,0.906,9.619,0.501,0.326
"6456","OSBC","019150",2015-04-30,0.929,1.181,0.043,0.104,0.349,0.57,0.024,0.389,0.906,9.619,0.501,0.326
"6457","OSBC","019150",2022-01-31,0.857,1.859,0.043,0.27,0.278,0.427,0.164,0.35,0.901,9.143,0.439,0.317
"6458","OSBC","019150",2018-10-31,0.49,2.016,0.046,0.167,0.346,0.758,0.024,0.544,0.917,10.977,0.626,0.41
"6459","OSBC","019150",2018-11-30,0.475,2.001,0.047,0.172,0.35,0.731,0.024,0.521,0.917,11.03,0.64,0.416
"6460","OSBC","019150",2022-04-30,0.897,1.22,0.021,0.139,0.152,0.336,0.132,0.546,0.919,11.374,0.288,0.244
"6461","OSBC","019150",2022-05-31,0.723,1.456,0.031,0.123,0.251,0.369,0.144,0.321,0.915,10.81,0.41,0.307
"6462","OSBC","019150",2022-06-30,0.723,1.279,0.031,0.123,0.251,0.369,0.144,0.321,0.915,10.81,0.41,0.307
"6463","OSBC","019150",2022-07-31,0.723,1.343,0.031,0.123,0.251,0.369,0.144,0.321,0.915,10.81,0.41,0.307
"6464","OSBC","019150",2015-12-31,0.837,1.504,0.045,0.15,0.368,0.577,0.028,0.363,0.914,10.574,0.541,0.342
"6465","OSBC","019150",2016-01-31,0.837,1.364,0.045,0.15,0.368,0.577,0.028,0.363,0.914,10.574,0.541,0.342
"6466","OSBC","019150",2016-02-29,0.675,1.265,0.044,0.159,0.4,0.589,0.021,0.321,0.925,12.326,0.619,0.372
"6467","OSBC","019150",2016-03-31,0.675,1.356,0.044,0.159,0.4,0.589,0.021,0.321,0.925,12.326,0.619,0.372
"6468","OSBC","019150",2016-04-30,0.675,1.354,0.044,0.159,0.4,0.589,0.021,0.321,0.925,12.326,0.619,0.372
"6469","OSBC","019150",2016-05-31,0.742,1.363,0.044,0.158,0.389,0.593,0.022,0.344,0.922,11.76,0.592,0.362
"6470","OSBC","019150",2016-06-30,0.742,1.288,0.044,0.158,0.389,0.593,0.022,0.344,0.922,11.76,0.592,0.362
"6471","OSBC","019150",2016-07-31,0.742,1.424,0.044,0.158,0.389,0.593,0.022,0.344,0.922,11.76,0.592,0.362
"6472","OSBC","019150",2016-08-31,0.83,1.439,0.042,0.155,0.395,0.641,0.022,0.384,0.925,12.264,0.606,0.367
"6473","OSBC","019150",2016-09-30,0.83,1.465,0.042,0.155,0.395,0.641,0.022,0.384,0.925,12.264,0.606,0.367
"6474","OSBC","019150",2016-10-31,0.83,1.366,0.042,0.155,0.395,0.641,0.022,0.384,0.925,12.264,0.606,0.367
"6475","OSBC","019150",2016-11-30,0.699,1.584,0.042,0.148,0.388,0.616,0.039,0.37,0.923,11.995,0.6,0.367
"6476","OSBC","019150",2010-02-28,1.409,0.705,0.013,-0.373,0.338,0.577,0.033,0.414,0.922,11.803,0.864,0.572
"6477","OSBC","019150",2010-03-31,1.409,0.684,0.013,-0.373,0.338,0.577,0.033,0.414,0.922,11.803,0.864,0.572
"6478","OSBC","019150",2010-04-30,1.409,0.594,0.013,-0.373,0.338,0.577,0.033,0.414,0.922,11.803,0.864,0.572
"6479","OSBC","019150",2010-05-31,1.29,0.485,0.008,-0.448,0.339,0.477,0.039,0.289,0.923,12.002,0.83,0.548
"6480","OSBC","019150",2010-06-30,1.29,0.235,0.008,-0.448,0.339,0.477,0.039,0.289,0.923,12.002,0.83,0.548
"6481","OSBC","019150",2010-07-31,1.29,0.231,0.008,-0.448,0.339,0.477,0.039,0.289,0.923,12.002,0.83,0.548
"6482","OSBC","019150",2010-08-31,3.38,0.224,0.009,-0.248,0.352,0.484,0.044,0.273,0.925,12.408,0.846,0.548
"6483","OSBC","019150",2021-12-31,0.857,1.743,0.043,0.27,0.278,0.427,0.164,0.35,0.901,9.143,0.439,0.317
"6484","OSBC","019150",2019-10-31,0.674,1.403,0.047,0.249,0.33,0.748,0.021,0.559,0.91,10.117,0.61,0.409
"6485","OSBC","019150",2021-01-31,1.342,0.972,0.042,0.205,0.262,0.447,0.069,0.413,0.9,8.978,0.509,0.376
"6486","OSBC","019150",2021-02-28,1.037,1.143,0.039,0.196,0.226,0.405,0.121,0.442,0.899,8.902,0.461,0.357
"6487","OSBC","019150",2021-03-31,1.037,1.248,0.039,0.196,0.226,0.405,0.121,0.442,0.899,8.902,0.461,0.357
"6488","OSBC","019150",2021-04-30,1.037,1.248,0.039,0.196,0.226,0.405,0.121,0.442,0.899,8.902,0.461,0.357
"6489","OSBC","019150",2021-05-31,0.812,1.286,0.045,0.273,0.237,0.412,0.123,0.424,0.901,9.121,0.483,0.368
"6490","OSBC","019150",2021-06-30,0.812,1.144,0.045,0.273,0.237,0.412,0.123,0.424,0.901,9.121,0.483,0.368
"6491","OSBC","019150",2021-07-31,0.812,1.069,0.045,0.273,0.237,0.412,0.123,0.424,0.901,9.121,0.483,0.368
"6492","OSBC","019150",2021-08-31,0.888,1.069,0.044,0.278,0.258,0.428,0.15,0.398,0.901,9.105,0.456,0.339
"6493","OSBC","019150",2021-09-30,0.888,1.187,0.044,0.278,0.258,0.428,0.15,0.398,0.901,9.105,0.456,0.339
"6494","OSBC","019150",2021-10-31,0.888,1.23,0.044,0.278,0.258,0.428,0.15,0.398,0.901,9.105,0.456,0.339
"6495","OSBC","019150",2021-11-30,0.857,1.104,0.043,0.27,0.278,0.427,0.164,0.35,0.901,9.143,0.439,0.317
"6496","OSBC","019150",2019-09-30,0.674,1.42,0.047,0.249,0.33,0.748,0.021,0.559,0.91,10.117,0.61,0.409
"6497","OSBC","019150",2020-02-29,0.689,1.146,0.049,0.262,0.287,0.537,0.021,0.465,0.895,8.485,0.542,0.386
"6498","OSBC","019150",2022-02-28,0.897,1.26,0.021,0.139,0.152,0.336,0.132,0.546,0.919,11.374,0.288,0.244
"6499","OSBC","019150",2022-03-31,0.897,1.285,0.021,0.139,0.152,0.336,0.132,0.546,0.919,11.374,0.288,0.244
"6500","OSBC","019150",2020-01-31,0.739,1.362,0.049,0.257,0.315,0.725,0.022,0.565,0.905,9.541,0.6,0.411
"6501","OSBC","019150",2022-09-30,0.753,1.296,0.031,0.125,0.233,0.331,0.109,0.297,0.92,11.492,0.435,0.334
"6502","OSBC","019150",2010-01-31,1.793,0.581,0.014,-0.345,0.333,0.629,0.03,0.47,0.922,11.903,0.81,0.54
"6503","OSBC","019150",2022-11-30,0.746,1.794,0.032,0.155,0.219,0.32,0.079,0.317,0.924,12.187,0.485,0.379
"6504","OSBC","019150",2022-08-31,0.753,1.362,0.031,0.125,0.233,0.331,0.109,0.297,0.92,11.492,0.435,0.334
"6505","OSBC","019150",2019-05-31,0.646,1.499,0.046,0.231,0.347,0.768,0.022,0.548,0.915,10.732,0.634,0.414
"6506","OSBC","019150",2019-11-30,0.739,1.368,0.049,0.257,0.315,0.725,0.022,0.565,0.905,9.541,0.6,0.411
"6507","OSBC","019150",2022-12-31,0.746,1.649,0.032,0.155,0.219,0.32,0.079,0.317,0.924,12.187,0.485,0.379
"6508","OSBC","019150",2019-12-31,0.739,1.493,0.049,0.257,0.315,0.725,0.022,0.565,0.905,9.541,0.6,0.411
"6509","OSBC","019150",2022-10-31,0.753,1.589,0.031,0.125,0.233,0.331,0.109,0.297,0.92,11.492,0.435,0.334
"6666","PACW","136265",2010-03-31,0.718,1.596,0.015,-0.032,0.493,0.673,0.044,0.268,0.905,9.506,0.577,0.293
"6667","PACW","136265",2010-01-31,0.776,1.408,0.024,0.028,0.529,0.707,0.05,0.252,0.904,9.374,0.627,0.296
"6668","PACW","136265",2010-02-28,0.718,1.407,0.015,-0.032,0.493,0.673,0.044,0.268,0.905,9.506,0.577,0.293
"6669","PACW","136265",2010-07-31,0.567,1.563,-0.003,-0.228,0.519,0.683,0.065,0.24,0.904,9.433,0.637,0.306
"6670","PACW","136265",2010-04-30,0.718,1.673,0.015,-0.032,0.493,0.673,0.044,0.268,0.905,9.506,0.577,0.293
"6671","PACW","136265",2010-09-30,0.724,1.384,-0.001,-0.194,0.507,0.615,0.075,0.175,0.906,9.656,0.651,0.321
"6672","PACW","136265",2010-10-31,0.724,1.266,-0.001,-0.194,0.507,0.615,0.075,0.175,0.906,9.656,0.651,0.321
"6673","PACW","136265",2010-11-30,0.706,1.217,0.011,-0.185,0.484,0.531,0.067,0.089,0.908,9.92,0.684,0.353
"6674","PACW","136265",2010-08-31,0.724,1.239,-0.001,-0.194,0.507,0.615,0.075,0.175,0.906,9.656,0.651,0.321
"6675","PACW","136265",2011-01-31,0.706,1.416,0.011,-0.185,0.484,0.531,0.067,0.089,0.908,9.92,0.684,0.353
"6676","PACW","136265",2011-02-28,0.611,1.533,0.014,-0.183,0.425,0.425,0.021,0,0.913,10.548,0.708,0.407
"6677","PACW","136265",2011-03-31,0.611,1.691,0.014,-0.183,0.425,0.425,0.021,0,0.913,10.548,0.708,0.407
"6678","PACW","136265",2011-04-30,0.611,1.786,0.014,-0.183,0.425,0.425,0.021,0,0.913,10.548,0.708,0.407
"6679","PACW","136265",2011-05-31,0.607,1.598,0.035,0.028,0.438,0.438,0.044,0,0.911,10.226,0.663,0.373
"6680","PACW","136265",2010-05-31,0.567,1.55,-0.003,-0.228,0.519,0.683,0.065,0.24,0.904,9.433,0.637,0.306
"6681","PACW","136265",2010-06-30,0.567,1.367,-0.003,-0.228,0.519,0.683,0.065,0.24,0.904,9.433,0.637,0.306
"6682","PACW","136265",2011-08-31,0.668,1.168,0.039,0.058,0.426,0.426,0.03,0,0.911,10.204,0.673,0.386
"6683","PACW","136265",2011-09-30,0.668,1.015,0.039,0.058,0.426,0.426,0.03,0,0.911,10.204,0.673,0.386
"6684","PACW","136265",2011-10-31,0.668,1.284,0.039,0.058,0.426,0.426,0.03,0,0.911,10.204,0.673,0.386
"6685","PACW","136265",2011-11-30,1.039,1.29,0.043,0.089,0.412,0.412,0.031,0,0.908,9.827,0.647,0.38
"6686","PACW","136265",2011-12-31,1.039,1.309,0.043,0.089,0.412,0.412,0.031,0,0.908,9.827,0.647,0.38
"6687","PACW","136265",2010-12-31,0.706,1.535,0.011,-0.185,0.484,0.531,0.067,0.089,0.908,9.92,0.684,0.353
"6688","PACW","136265",2012-02-29,0.774,1.485,0.048,0.155,0.393,0.393,0.059,0,0.901,9.121,0.598,0.363
"6689","PACW","136265",2012-03-31,0.774,1.659,0.048,0.155,0.393,0.393,0.059,0,0.901,9.121,0.598,0.363
"6690","PACW","136265",2012-04-30,0.774,1.627,0.048,0.155,0.393,0.393,0.059,0,0.901,9.121,0.598,0.363
"6691","PACW","136265",2012-05-31,0.606,1.548,0.052,0.139,0.356,0.409,0.038,0.132,0.902,9.183,0.605,0.39
"6692","PACW","136265",2012-06-30,0.606,1.611,0.052,0.139,0.356,0.409,0.038,0.132,0.902,9.183,0.605,0.39
"6693","PACW","136265",2012-07-31,0.606,1.559,0.052,0.139,0.356,0.409,0.038,0.132,0.902,9.183,0.605,0.39
"6694","PACW","136265",2012-08-31,0.639,1.469,0.053,0.153,0.302,0.359,0.037,0.159,0.899,8.901,0.571,0.398
"6695","PACW","136265",2012-09-30,0.639,1.546,0.053,0.153,0.302,0.359,0.037,0.159,0.899,8.901,0.571,0.398
